District,Year,Respiratory_Cases,Emergency_Visits,Hospital_Admissions,Avg_Treatment_Cost_NPR
Lalitpur,2020,65,78,32,35731
Lalitpur,2021,132,137,41,47877
Lalitpur,2025,759,117,53,27102
Lalitpur,2025,71,45,64,36770
Lalitpur,2019,50,151,95,20184
Lalitpur,2026,152,122,23,43637
Lalitpur,2022,527,114,91,37121
Lalitpur,2020,794,100,37,25027
Lalitpur,2024,955,149,89,47772
Lalitpur,2019,788,74,38,42311
Lalitpur,2026,268,88,66,39461
Lalitpur,2021,765,75,66,15679
Lalitpur,2019,470,64,80,21737
Lalitpur,2020,777,198,10,24949
Lalitpur,2019,306,53,64,20918
Lalitpur,2023,325,149,96,32288
Lalitpur,2020,373,49,58,49015
Lalitpur,2021,265,46,29,17043
Lalitpur,2020,746,116,28,16935
Lalitpur,2025,542,115,26,12528
Lalitpur,2022,131,147,23,14214
Lalitpur,2024,622,136,23,5846
Lalitpur,2026,369,31,58,5880
Lalitpur,2026,397,192,26,32971
Lalitpur,2026,491,126,81,47235
Lalitpur,2020,122,167,30,18701
Lalitpur,2023,296,102,86,33077
Lalitpur,2025,890,189,18,37227
Lalitpur,2024,155,162,46,17171
Lalitpur,2021,862,100,38,41792
Lalitpur,2026,605,34,63,49884
Lalitpur,2025,328,65,14,45680
Lalitpur,2022,330,137,6,33592
Lalitpur,2020,393,45,17,42542
Lalitpur,2023,425,15,44,22692
Lalitpur,2020,262,119,40,12384
Lalitpur,2026,224,162,85,6506
Lalitpur,2025,61,72,80,20646
Lalitpur,2020,626,48,76,37182
Lalitpur,2019,80,135,32,5485
Lalitpur,2021,931,186,43,42009
Lalitpur,2026,958,32,20,34702
Lalitpur,2022,600,135,59,17771
Lalitpur,2026,567,87,22,42344
Lalitpur,2024,92,129,30,41500
Lalitpur,2023,950,185,93,24183
Lalitpur,2025,779,77,58,20536
Lalitpur,2026,240,195,53,19252
Lalitpur,2025,822,127,58,47483
Lalitpur,2025,456,148,64,11736
Lalitpur,2022,961,61,58,35098
Lalitpur,2022,725,30,64,15055
Lalitpur,2022,503,126,12,34105
Lalitpur,2021,387,36,85,16843
Lalitpur,2024,120,132,78,40174
Lalitpur,2026,198,87,15,20868
Lalitpur,2023,169,56,17,19730
Lalitpur,2023,864,10,63,35037
Lalitpur,2022,363,167,95,40697
Lalitpur,2025,798,127,85,39416
Lalitpur,2025,837,154,54,22066
Lalitpur,2025,328,171,82,30496
Lalitpur,2023,621,23,92,20791
Lalitpur,2025,666,160,75,39193
Lalitpur,2026,482,160,99,22333
Lalitpur,2026,822,92,20,16201
Lalitpur,2024,522,116,50,30662
Lalitpur,2020,53,110,59,19743
Lalitpur,2024,203,49,35,44364
Lalitpur,2025,657,65,69,22540
Lalitpur,2023,935,48,77,16782
Lalitpur,2026,697,87,10,14782
Lalitpur,2019,466,195,17,22204
Lalitpur,2026,105,17,41,22662
Lalitpur,2026,630,45,91,6662
Lalitpur,2023,215,12,90,23257
Lalitpur,2022,451,185,70,5258
Lalitpur,2023,513,99,42,39037
Lalitpur,2026,303,193,90,43275
Lalitpur,2026,83,107,65,31619
Lalitpur,2025,112,12,17,44202
Lalitpur,2019,501,36,52,48752
Lalitpur,2019,136,49,31,12745
Lalitpur,2024,652,83,64,29053
Lalitpur,2024,398,122,59,12667
Lalitpur,2023,890,115,7,35420
Lalitpur,2020,550,143,6,33723
Lalitpur,2025,518,115,77,41039
Lalitpur,2020,509,128,27,17466
Lalitpur,2023,515,183,45,20063
Lalitpur,2023,514,165,56,24402
Lalitpur,2020,212,137,49,30599
Lalitpur,2026,945,12,62,41331
Lalitpur,2025,70,44,94,18404
Lalitpur,2020,638,56,92,8467
Lalitpur,2024,628,118,9,28879
Lalitpur,2023,708,10,68,29156
Lalitpur,2023,72,174,38,38522
Lalitpur,2024,578,182,67,24882
Lalitpur,2023,159,194,49,36205
Lalitpur,2021,919,176,12,9275
Lalitpur,2020,544,110,43,21413
Bhaktapur,2022,999,36,32,7023
Bhaktapur,2019,998,179,13,16441
Bhaktapur,2026,998,109,11,9634
Bhaktapur,2022,998,176,74,32069
Bhaktapur,2019,998,45,24,36568
Bhaktapur,2024,998,184,84,5942
Bhaktapur,2023,997,56,55,44394
Bhaktapur,2024,997,192,86,21284
Bhaktapur,2024,996,174,37,15111
Bhaktapur,2025,996,114,48,25981
Bhaktapur,2019,996,98,15,24394
Bhaktapur,2019,995,132,79,30764
Bhaktapur,2023,995,135,81,36935
Bhaktapur,2026,995,191,13,48954
Bhaktapur,2021,994,175,91,6735
Bhaktapur,2022,994,38,78,49379
Bhaktapur,2023,994,61,71,25638
Bhaktapur,2023,993,178,10,19409
Bhaktapur,2023,993,104,74,44227
Bhaktapur,2019,992,162,69,25028
Bhaktapur,2023,991,156,87,20467
Bhaktapur,2023,991,55,52,23931
Bhaktapur,2020,990,121,86,30021
Bhaktapur,2019,988,127,55,14386
Bhaktapur,2021,988,191,12,32793
Bhaktapur,2022,987,130,17,12293
Bhaktapur,2021,987,61,99,30527
Bhaktapur,2026,987,166,16,25856
Bhaktapur,2026,986,75,64,15692
Bhaktapur,2026,985,57,5,18745
Bhaktapur,2020,985,149,56,31922
Bhaktapur,2021,985,188,82,26392
Bhaktapur,2020,985,190,91,24861
Bhaktapur,2026,984,150,37,16372
Bhaktapur,2021,983,46,62,23844
Bhaktapur,2022,983,107,10,7634
Bhaktapur,2025,983,137,84,35384
Bhaktapur,2023,982,68,10,37782
Bhaktapur,2026,981,114,27,39514
Bhaktapur,2020,980,196,21,20089
Bhaktapur,2024,980,116,27,22479
Bhaktapur,2024,980,187,48,21959
Bhaktapur,2019,980,109,28,30557
Bhaktapur,2025,979,35,98,28060
Bhaktapur,2022,979,109,26,26767
Bhaktapur,2024,978,147,54,6137
Bhaktapur,2021,977,87,96,18899
Bhaktapur,2022,976,144,12,24670
Bhaktapur,2023,976,17,92,21357
Bhaktapur,2022,976,193,27,11680
Bhaktapur,2020,976,121,94,38848
Bhaktapur,2019,975,171,32,45850
Bhaktapur,2023,975,178,82,20002
Bhaktapur,2021,975,58,57,41088
Bhaktapur,2023,973,193,91,18312
Bhaktapur,2023,972,125,84,44179
Bhaktapur,2020,972,122,44,10924
Bhaktapur,2022,972,89,22,11005
Bhaktapur,2022,972,16,45,14519
Bhaktapur,2020,971,25,38,46000
Bhaktapur,2023,971,90,78,31060
Bhaktapur,2024,970,123,17,8445
Bhaktapur,2020,970,193,34,24134
Bhaktapur,2023,969,53,16,46426
Bhaktapur,2023,967,10,17,40173
Bhaktapur,2019,965,188,76,11427
Bhaktapur,2019,965,74,10,17532
Bhaktapur,2020,964,132,59,12017
Bhaktapur,2023,964,47,96,45836
Bhaktapur,2020,963,173,79,30421
Bhaktapur,2020,963,133,36,42360
Bhaktapur,2020,963,135,67,6270
Bhaktapur,2021,963,52,86,8006
Bhaktapur,2026,963,165,21,48191
Bhaktapur,2020,962,25,40,8915
Bhaktapur,2019,962,103,58,21891
Bhaktapur,2023,962,199,85,47154
Bhaktapur,2024,962,146,45,23638
Bhaktapur,2023,960,22,87,6469
Bhaktapur,2019,960,150,26,28804
Bhaktapur,2026,959,28,12,19073
Bhaktapur,2021,959,142,32,48706
Bhaktapur,2024,958,51,61,31656
Bhaktapur,2019,896,115,82,46145
Bhaktapur,2024,807,18,98,22863
Bhaktapur,2020,76,146,11,26347
Bhaktapur,2020,64,197,18,42007
Bhaktapur,2021,779,50,28,29142
Bhaktapur,2025,304,165,93,40344
Bhaktapur,2021,730,156,39,45034
Bhaktapur,2021,674,23,57,46378
Bhaktapur,2024,772,185,15,22665
Bhaktapur,2023,463,21,97,49849
Bhaktapur,2020,677,11,93,36045
Bhaktapur,2023,567,122,17,35970
Bhaktapur,2019,914,82,92,18117
Bhaktapur,2024,747,58,15,42904
Bhaktapur,2021,116,152,34,29137
Bhaktapur,2019,299,101,44,39386
Bhaktapur,2020,532,102,41,46178
Bhaktapur,2024,520,44,23,40469
Bhaktapur,2023,404,61,34,49740
Bhaktapur,2019,651,187,12,30411
Bhaktapur,2020,74,158,36,41571
Bhaktapur,2026,295,119,43,10136
Bhaktapur,2025,454,166,46,34026
Bhaktapur,2020,286,123,98,34359
Bhaktapur,2025,418,119,74,35702
Bhaktapur,2026,345,15,71,44947
Bhaktapur,2026,909,133,68,23694
Bhaktapur,2019,761,70,85,31832
Bhaktapur,2022,440,83,94,31072
Bhaktapur,2024,779,147,55,37754
Bhaktapur,2024,872,151,96,19509
Bhaktapur,2021,246,160,67,42407
Bhaktapur,2023,133,151,35,13714
Bhaktapur,2023,823,47,45,13977
Bhaktapur,2020,468,147,24,8474
Bhaktapur,2023,631,76,29,41769
Bhaktapur,2021,595,58,27,16766
Bhaktapur,2024,154,12,87,48640
Bhaktapur,2025,806,39,80,33322
Bhaktapur,2019,603,28,88,18764
Bhaktapur,2019,708,99,33,48435
Bhaktapur,2026,753,90,92,37027
Bhaktapur,2021,456,70,29,41482
Bhaktapur,2026,550,65,82,23334
Bhaktapur,2022,302,23,55,39043
Bhaktapur,2021,397,184,54,11038
Bhaktapur,2019,929,150,8,7089
Bhaktapur,2024,151,74,45,14807
Bhaktapur,2024,451,164,67,35814
Bhaktapur,2022,879,60,96,41704
Bhaktapur,2021,72,120,29,6143
Bhaktapur,2019,731,143,87,8944
Bhaktapur,2026,624,119,12,26880
Bhaktapur,2025,425,114,37,21598
Bhaktapur,2026,574,33,5,10451
Bhaktapur,2024,697,25,80,49838
Bhaktapur,2023,324,179,61,32533
Bhaktapur,2022,610,179,74,31770
Bhaktapur,2026,609,105,91,11395
Bhaktapur,2021,591,75,30,49003
Bhaktapur,2022,131,102,79,33135
Bhaktapur,2024,671,60,21,6190
Bhaktapur,2022,537,11,71,21522
Bhaktapur,2021,676,90,37,17571
Bhaktapur,2021,908,144,57,31441
Bhaktapur,2023,229,193,74,49449
Bhaktapur,2021,547,51,5,33261
Bhaktapur,2023,894,38,96,39341
Bhaktapur,2024,404,58,62,47796
Bhaktapur,2020,594,52,18,47682
Bhaktapur,2021,345,172,26,10691
Bhaktapur,2021,695,127,96,16322
Bhaktapur,2021,583,165,82,31976
Bhaktapur,2026,885,118,58,26702
Bhaktapur,2025,280,72,24,39494
Bhaktapur,2023,232,11,64,17108
Bhaktapur,2022,871,118,91,35804
Bhaktapur,2024,324,89,26,28514
Bhaktapur,2023,405,104,62,19937
Bhaktapur,2021,115,129,90,36088
Bhaktapur,2024,586,66,65,30325
Bhaktapur,2024,917,154,84,16522
Bhaktapur,2021,377,22,84,44197
Bhaktapur,2019,572,193,13,31396
Bhaktapur,2025,454,144,95,15130
Bhaktapur,2025,352,110,86,23489
Bhaktapur,2023,78,123,42,39752
Bhaktapur,2023,450,139,55,33651
Bhaktapur,2020,577,28,83,6946
Bhaktapur,2023,797,176,55,11053
Bhaktapur,2025,154,147,72,43148
Bhaktapur,2021,851,152,34,16618
Bhaktapur,2024,357,115,10,7376
Bhaktapur,2024,91,147,94,29217
Bhaktapur,2025,639,159,93,26670
Bhaktapur,2022,829,136,24,39854
Bhaktapur,2021,90,79,53,15671
Bhaktapur,2020,414,14,52,23735
Bhaktapur,2021,232,69,38,24863
Bhaktapur,2024,524,46,83,33427
Bhaktapur,2022,108,157,11,40754
Bhaktapur,2023,657,15,56,7795
Bhaktapur,2020,490,70,84,25255
Bhaktapur,2023,192,179,88,38442
Bhaktapur,2020,347,12,82,11637
Bhaktapur,2020,935,183,43,32471
Bhaktapur,2020,396,114,50,5958
Bhaktapur,2021,338,113,11,15589
Bhaktapur,2021,886,13,15,24271
Bhaktapur,2022,678,32,89,12093
Bhaktapur,2021,896,151,87,26605
Bhaktapur,2023,712,63,33,22266
Bhaktapur,2020,756,174,15,47581
Bhaktapur,2020,530,189,97,19895
Bhaktapur,2025,155,102,26,12607
Bhaktapur,2024,633,98,38,35795
Bhaktapur,2022,243,144,92,42326
Bhaktapur,2020,804,57,85,7459
Bhaktapur,2019,462,10,67,49190
Bhaktapur,2023,305,106,69,29062
Bhaktapur,2023,777,173,65,7756
Bhaktapur,2026,390,133,51,15877
Bhaktapur,2023,818,40,87,30883
Bhaktapur,2025,94,148,85,23784
Bhaktapur,2025,839,161,61,32338
Bhaktapur,2025,343,113,16,24913
Bhaktapur,2019,582,48,14,14610
Bhaktapur,2026,392,120,45,24792
Bhaktapur,2026,573,137,44,41401
Bhaktapur,2019,769,20,42,26423
Bhaktapur,2025,811,25,67,31825
Bhaktapur,2026,508,103,45,36094
Bhaktapur,2024,580,13,16,24031
Bhaktapur,2022,795,166,74,35412
Bhaktapur,2025,820,136,10,18110
Bhaktapur,2019,711,118,79,24489
Bhaktapur,2021,423,35,35,14370
Bhaktapur,2026,704,183,42,17066
Bhaktapur,2021,76,99,31,40800
Bhaktapur,2022,176,154,53,12193
Bhaktapur,2022,749,141,37,34649
Bhaktapur,2019,144,124,96,42663
Bhaktapur,2019,374,129,82,43285
Bhaktapur,2021,476,133,24,16442
Bhaktapur,2021,596,117,80,38835
Bhaktapur,2026,314,84,64,43316
Bhaktapur,2022,163,49,94,19197
Bhaktapur,2025,696,159,98,33341
Bhaktapur,2019,495,190,97,48385
Bhaktapur,2022,402,18,11,19313
Bhaktapur,2020,549,15,84,22715
Bhaktapur,2019,120,196,26,5016
Bhaktapur,2021,797,34,75,17415
Bhaktapur,2023,327,45,82,39016
Bhaktapur,2023,159,103,6,44121
Bhaktapur,2023,912,108,54,21467
Bhaktapur,2024,265,72,86,13028
Bhaktapur,2023,376,133,36,14914
Bhaktapur,2021,862,56,36,47190
Bhaktapur,2025,906,162,58,31713
Bhaktapur,2021,801,39,72,40257
Bhaktapur,2026,205,30,63,33387
Bhaktapur,2021,917,146,5,27531
Bhaktapur,2021,908,181,14,29196
Bhaktapur,2025,867,179,54,29604
Bhaktapur,2020,857,24,15,48132
Bhaktapur,2019,474,159,64,31905
Bhaktapur,2024,255,36,52,44349
Bhaktapur,2020,664,80,52,6919
Bhaktapur,2024,804,93,48,37709
Bhaktapur,2025,391,14,83,37645
Bhaktapur,2026,678,94,28,27866
Bhaktapur,2022,360,104,39,9253
Bhaktapur,2019,166,178,61,22441
Bhaktapur,2025,259,127,97,28125
Bhaktapur,2019,228,51,12,10156
Bhaktapur,2026,379,169,48,47469
Bhaktapur,2023,270,61,79,35831
Bhaktapur,2019,342,94,56,11909
Bhaktapur,2019,368,100,48,27468
Bhaktapur,2025,213,49,37,34373
Bhaktapur,2024,362,79,73,22108
Bhaktapur,2024,430,93,63,44052
Bhaktapur,2023,464,152,93,45393
Bhaktapur,2021,471,70,91,14465
Bhaktapur,2022,191,31,12,45844
Bhaktapur,2020,235,17,51,37575
Bhaktapur,2021,430,151,49,28808
Bhaktapur,2025,943,122,50,30760
Bhaktapur,2020,277,80,32,14675
Bhaktapur,2026,843,142,89,27621
Bhaktapur,2024,773,38,63,27089
Bhaktapur,2019,277,48,73,31452
Bhaktapur,2023,219,48,69,18933
Bhaktapur,2024,842,78,52,45309
Bhaktapur,2021,936,84,69,16450
Bhaktapur,2024,814,137,28,42251
Bhaktapur,2025,940,189,25,41867
Bhaktapur,2019,623,152,62,25281
Bhaktapur,2019,311,132,53,12494
Bhaktapur,2025,336,91,78,36634
Bhaktapur,2024,484,122,64,45459
Bhaktapur,2020,541,48,95,12910
Bhaktapur,2024,859,116,82,30852
Bhaktapur,2024,366,64,72,33061
Bhaktapur,2024,937,118,20,39313
Bhaktapur,2024,146,21,27,33752
Bhaktapur,2023,247,142,31,5586
Bhaktapur,2019,280,99,53,5065
Bhaktapur,2019,382,64,33,38485
Bhaktapur,2023,529,165,18,23880
Bhaktapur,2023,341,197,53,48092
Bhaktapur,2022,528,152,25,14278
Bhaktapur,2024,424,97,70,37586
Bhaktapur,2020,642,42,30,37769
Bhaktapur,2023,117,75,40,21517
Bhaktapur,2019,402,126,59,31382
Bhaktapur,2026,556,135,16,12666
Bhaktapur,2023,370,88,71,18510
Bhaktapur,2024,429,81,64,44823
Bhaktapur,2024,745,146,83,29125
Bhaktapur,2025,585,17,5,33122
Bhaktapur,2023,456,29,29,46325
Bhaktapur,2020,406,136,95,32548
Bhaktapur,2026,207,109,19,14424
Bhaktapur,2020,753,168,10,22404
Bhaktapur,2020,426,50,9,6105
Bhaktapur,2025,465,87,38,20889
Bhaktapur,2020,607,128,55,5318
Bhaktapur,2022,140,117,93,47575
Bhaktapur,2020,489,155,51,44227
Bhaktapur,2021,264,98,69,32377
Bhaktapur,2021,776,68,8,21127
Bhaktapur,2022,436,84,93,43245
Bhaktapur,2021,819,43,95,7559
Bhaktapur,2023,149,170,46,7253
Bhaktapur,2026,681,20,5,32004
Bhaktapur,2023,234,95,30,17950
Bhaktapur,2020,164,49,42,49464
Bhaktapur,2019,370,143,73,25636
Bhaktapur,2021,730,141,55,14910
Bhaktapur,2019,534,126,63,43042
Bhaktapur,2024,346,118,24,25059
Bhaktapur,2020,134,190,27,30353
Bhaktapur,2022,581,23,79,27148
Bhaktapur,2024,267,118,43,25147
Bhaktapur,2019,417,96,90,12986
Bhaktapur,2025,656,65,58,41208
Bhaktapur,2020,679,18,55,43804
Bhaktapur,2019,191,83,29,35144
Bhaktapur,2022,905,94,42,28748
Bhaktapur,2019,896,91,54,41963
Bhaktapur,2019,186,59,98,7649
Bhaktapur,2022,182,123,68,28652
Bhaktapur,2023,669,111,63,28965
Bhaktapur,2021,532,164,88,7655
Bhaktapur,2020,864,82,25,24666
Bhaktapur,2024,739,11,20,41928
Bhaktapur,2020,587,76,30,6495
Bhaktapur,2025,393,129,18,36073
Bhaktapur,2025,77,89,74,41572
Bhaktapur,2019,795,160,99,19591
Bhaktapur,2026,556,126,31,28738
Bhaktapur,2026,638,144,67,13270
Bhaktapur,2025,303,177,84,27131
Bhaktapur,2026,655,138,78,49118
Bhaktapur,2022,747,75,36,12942
Bhaktapur,2024,484,176,39,12980
Bhaktapur,2025,556,76,34,9519
Bhaktapur,2025,657,74,51,17734
Bhaktapur,2020,763,46,60,13185
Bhaktapur,2025,392,175,22,48066
Bhaktapur,2022,129,72,73,20635
Bhaktapur,2025,138,37,49,11438
Bhaktapur,2024,615,33,20,11850
Bhaktapur,2023,766,161,98,33038
Bhaktapur,2024,546,81,38,39865
Bhaktapur,2021,915,141,84,22823
Bhaktapur,2020,838,166,93,6222
Bhaktapur,2020,379,148,8,40213
Bhaktapur,2024,411,24,99,21118
Bhaktapur,2020,635,51,84,30916
Bhaktapur,2024,729,191,87,22950
Bhaktapur,2022,908,169,75,44673
Bhaktapur,2022,605,79,38,5912
Bhaktapur,2023,208,80,82,25682
Bhaktapur,2024,881,188,15,14571
Bhaktapur,2025,162,64,56,22856
Bhaktapur,2023,308,21,40,29091
Bhaktapur,2019,50,183,26,44418
Bhaktapur,2021,858,93,86,43439
Bhaktapur,2021,65,124,19,27226
Bhaktapur,2023,522,78,89,14757
Bhaktapur,2025,376,177,59,29724
Bhaktapur,2025,704,40,88,7403
Bhaktapur,2021,226,141,71,17474
Bhaktapur,2019,343,18,40,10326
Bhaktapur,2022,535,105,25,27468
Bhaktapur,2019,926,44,41,11708
Bhaktapur,2019,513,138,60,10314
Bhaktapur,2019,921,72,57,28656
Bhaktapur,2026,510,166,42,31791
Bhaktapur,2020,515,16,23,22613
Bhaktapur,2023,611,70,29,24076
Bhaktapur,2024,603,186,97,49576
Bhaktapur,2024,177,191,34,28847
Bhaktapur,2020,783,41,81,6360
Bhaktapur,2025,893,100,94,37131
Bhaktapur,2024,627,145,32,14446
Bhaktapur,2022,350,130,43,36938
Bhaktapur,2020,902,58,18,46194
Bhaktapur,2023,199,13,89,6808
Bhaktapur,2025,468,145,99,16502
Bhaktapur,2022,152,189,92,17978
Bhaktapur,2021,837,121,27,27148
Bhaktapur,2020,169,183,73,45942
Bhaktapur,2020,828,86,78,35385
Bhaktapur,2023,278,35,12,19142
Bhaktapur,2026,709,28,52,29877
Bhaktapur,2026,116,160,37,8425
Bhaktapur,2025,438,83,68,34860
Bhaktapur,2023,318,43,9,6589
Bhaktapur,2025,322,96,47,21267
Bhaktapur,2024,886,63,58,7998
Bhaktapur,2025,399,172,61,10674
Bhaktapur,2019,361,36,78,13694
Bhaktapur,2019,844,92,55,31861
Bhaktapur,2023,817,86,33,44284
Bhaktapur,2026,887,48,78,23094
Bhaktapur,2022,252,141,65,9855
Bhaktapur,2022,213,179,64,26571
Bhaktapur,2019,788,184,26,10416
Bhaktapur,2023,282,73,7,37524
Bhaktapur,2024,343,83,50,17603
Bhaktapur,2019,238,14,84,35018
Bhaktapur,2019,734,183,14,46263
Bhaktapur,2020,306,82,98,32544
Bhaktapur,2023,954,62,72,48899
Bhaktapur,2022,152,176,93,49254
Bhaktapur,2021,547,97,74,34529
Bhaktapur,2023,385,184,50,13344
Bhaktapur,2024,788,119,29,29574
Bhaktapur,2023,532,118,87,11480
Bhaktapur,2024,460,53,27,49182
Bhaktapur,2026,843,153,27,34681
Bhaktapur,2022,413,102,95,28369
Bhaktapur,2022,760,57,66,21082
Bhaktapur,2023,509,153,44,22852
Bhaktapur,2025,458,168,6,32939
Bhaktapur,2021,956,16,68,14143
Bhaktapur,2022,331,119,38,45814
Bhaktapur,2024,176,199,5,20983
Bhaktapur,2025,840,173,41,19925
Bhaktapur,2023,947,117,29,13591
Bhaktapur,2021,236,124,32,16539
Bhaktapur,2022,887,38,18,38569
Bhaktapur,2021,834,58,99,25444
Bhaktapur,2023,288,197,96,31040
Bhaktapur,2022,78,70,16,48086
Bhaktapur,2025,402,124,74,26149
Bhaktapur,2023,688,79,91,27173
Bhaktapur,2025,439,110,54,5525
Bhaktapur,2020,831,153,61,15944
Bhaktapur,2024,198,12,56,15956
Bhaktapur,2025,496,169,94,32450
Bhaktapur,2019,785,135,49,21483
Bhaktapur,2023,573,70,38,18730
Bhaktapur,2023,411,154,66,35417
Bhaktapur,2024,130,174,44,34774
Bhaktapur,2020,403,168,92,19287
Bhaktapur,2023,346,53,20,40042
Bhaktapur,2019,780,189,10,35249
Bhaktapur,2024,896,162,95,24679
Bhaktapur,2022,339,113,47,20101
Bhaktapur,2022,333,13,56,34965
Bhaktapur,2026,175,66,11,48545
Bhaktapur,2024,434,52,33,44132
Bhaktapur,2023,52,173,66,24761
Bhaktapur,2025,92,148,61,8456
Bhaktapur,2019,416,170,26,10099
Bhaktapur,2023,60,182,79,42444
Bhaktapur,2021,658,88,70,42615
Bhaktapur,2020,208,151,33,48796
Bhaktapur,2025,955,53,89,27164
Bhaktapur,2026,724,85,83,7628
Bhaktapur,2021,595,164,41,30185
Bhaktapur,2024,667,37,78,28412
Bhaktapur,2022,889,194,75,10416
Bhaktapur,2026,576,69,96,8765
Bhaktapur,2025,678,180,48,47733
Bhaktapur,2020,696,180,57,41722
Bhaktapur,2019,876,198,95,12008
Bhaktapur,2025,572,56,49,33642
Bhaktapur,2023,431,178,22,31516
Bhaktapur,2024,201,150,87,19089
Bhaktapur,2025,599,22,89,42202
Bhaktapur,2019,710,60,41,44878
Bhaktapur,2020,561,31,12,15096
Bhaktapur,2020,103,165,90,9850
Bhaktapur,2021,418,131,41,30115
Bhaktapur,2022,648,76,86,15156
Bhaktapur,2019,617,121,82,22181
Bhaktapur,2019,803,42,20,11811
Bhaktapur,2019,107,188,52,16284
Bhaktapur,2024,102,132,66,49336
Bhaktapur,2026,573,177,54,13431
Bhaktapur,2026,666,54,64,46840
Bhaktapur,2025,928,189,29,40388
Bhaktapur,2025,372,187,62,12414
Bhaktapur,2020,139,149,38,16929
Bhaktapur,2023,345,165,67,11327
Bhaktapur,2023,619,151,34,10716
Bhaktapur,2025,472,55,7,18984
Bhaktapur,2023,494,24,14,23446
Bhaktapur,2023,850,175,62,46570
Bhaktapur,2021,835,71,61,38268
Bhaktapur,2026,244,107,30,8942
Bhaktapur,2022,676,52,13,13360
Bhaktapur,2026,737,149,44,34036
Bhaktapur,2023,246,91,65,11539
Bhaktapur,2019,622,24,15,15188
Bhaktapur,2019,503,108,19,17312
Bhaktapur,2026,165,146,18,16225
Bhaktapur,2022,792,15,34,5305
Bhaktapur,2020,905,188,63,32985
Bhaktapur,2026,365,57,45,34631
Bhaktapur,2021,348,104,58,7585
Bhaktapur,2026,153,166,19,37985
Bhaktapur,2022,345,73,42,45338
Bhaktapur,2022,435,194,93,36099
Bhaktapur,2024,729,118,49,33148
Bhaktapur,2025,813,91,29,13387
Bhaktapur,2025,421,161,50,10847
Bhaktapur,2024,321,78,98,11497
Bhaktapur,2023,911,11,7,33022
Bhaktapur,2023,494,72,59,11579
Bhaktapur,2022,169,195,48,8268
Bhaktapur,2021,492,24,94,46760
Bhaktapur,2020,911,152,14,41067
Bhaktapur,2022,67,108,8,5873
Bhaktapur,2023,329,23,59,43793
Bhaktapur,2024,911,95,68,47828
Bhaktapur,2020,377,82,54,13284
Bhaktapur,2025,161,132,87,15464
Bhaktapur,2025,234,108,49,35366
Bhaktapur,2022,592,84,15,42999
Bhaktapur,2020,627,92,89,8662
Bhaktapur,2024,589,183,21,48481
Bhaktapur,2023,390,23,85,32784
Bhaktapur,2020,630,64,45,35233
Bhaktapur,2020,939,136,74,16192
Bhaktapur,2025,520,184,77,13638
Bhaktapur,2025,308,72,81,9672
Bhaktapur,2024,444,138,60,6739
Bhaktapur,2026,655,41,55,17230
Bhaktapur,2019,396,37,46,34487
Bhaktapur,2019,870,70,57,43197
Bhaktapur,2024,375,34,56,28458
Bhaktapur,2020,438,141,79,6309
Bhaktapur,2019,303,67,45,26830
Bhaktapur,2022,688,27,65,32153
Bhaktapur,2019,760,124,12,14506
Bhaktapur,2023,635,199,58,17144
Bhaktapur,2019,433,197,17,22653
Bhaktapur,2019,520,187,49,8921
Bhaktapur,2025,680,171,58,16137
Bhaktapur,2022,159,168,74,27524
Bhaktapur,2024,515,174,79,44791
Bhaktapur,2023,744,39,83,28452
Bhaktapur,2021,514,40,11,32131
Bhaktapur,2025,950,138,80,24444
Bhaktapur,2026,853,44,45,16948
Bhaktapur,2024,517,19,41,44461
Bhaktapur,2019,927,107,16,46554
Bhaktapur,2026,930,156,44,39059
Bhaktapur,2020,253,110,75,47576
Bhaktapur,2022,456,130,8,22315
Bhaktapur,2026,484,134,42,14779
Bhaktapur,2019,532,20,98,36910
Bhaktapur,2022,540,12,66,17956
Bhaktapur,2026,392,187,18,9603
Bhaktapur,2024,813,88,31,45598
Bhaktapur,2020,372,123,55,17171
Bhaktapur,2020,443,161,41,18638
Bhaktapur,2023,598,86,14,11957
Bhaktapur,2026,477,158,7,24266
Bhaktapur,2021,656,28,89,11796
Bhaktapur,2026,615,105,42,10403
Bhaktapur,2022,549,112,96,45810
Bhaktapur,2025,491,190,72,46268
Bhaktapur,2023,232,198,49,22584
Bhaktapur,2020,201,89,66,7084
Bhaktapur,2025,472,33,43,12965
Bhaktapur,2019,519,73,72,19185
Bhaktapur,2020,485,113,37,12380
Bhaktapur,2020,197,141,77,19597
Bhaktapur,2019,391,104,24,47843
Bhaktapur,2019,335,88,55,6884
Bhaktapur,2021,667,105,36,18614
Bhaktapur,2023,157,126,59,13901
Bhaktapur,2024,529,80,26,35283
Bhaktapur,2022,438,66,54,47668
Bhaktapur,2025,127,59,67,13811
Bhaktapur,2022,369,13,96,33960
Bhaktapur,2024,413,30,77,42293
Bhaktapur,2025,591,81,47,18752
Bhaktapur,2026,88,43,59,6899
Bhaktapur,2026,592,152,58,13945
Bhaktapur,2026,545,148,74,8460
Bhaktapur,2024,430,21,77,46280
Bhaktapur,2025,329,118,21,18377
Bhaktapur,2024,135,50,18,21127
Bhaktapur,2020,882,145,12,21706
Bhaktapur,2021,74,155,86,41192
Bhaktapur,2025,893,147,75,38932
Bhaktapur,2023,468,142,28,46548
Bhaktapur,2024,645,106,36,22175
